lei_number,url,Legal Name,Language Code,Other Entity Names,Legal Address (English),Headquarters Address (English),Legal Jurisdiction Country,Legal Jurisdiction Region,Registration Authority,Registration Authority ID,Registration Authority Entity ID,Entity Legal Form Code,Entity Category,Entity Status,Entity Creation Date
549300194LW0QMECAH75,https://lei.bloomberg.com/leis/view/549300194LW0QMECAH75,BATON ROUGE TELCO,en,"Other Entity Name 1
Name
Baton Rouge Telco Federal Credit Union
Type
PREVIOUS_LEGAL_NAME","13404 Airline Hwy
Baton Rouge, Louisiana (US-LA), 70817-5917
UNITED STATES","13404 Airline Highway
Baton Rouge, Louisiana (US-LA), 70817
UNITED STATES",UNITED STATES (US),Louisiana (US-LA),,National Credit Union Administration (RA000745),1726,"Other (8888)
Other Legal Form
COMPANY",GENERAL,ACTIVE,
549300OHTBYVLLO8NW69,https://lei.bloomberg.com/leis/view/549300OHTBYVLLO8NW69,The Farmers and Merchants Bank,en,,"302 S Old Us Highway 41
Boswell, Indiana (US-IN), 47921
UNITED STATES","302 S. Old U.S. Highway 41
P.O. Box 519
Boswell, Indiana (US-IN), 47921
UNITED STATES",UNITED STATES (US),Indiana (US-IN),,Federal Deposit Insurance Corporation (RA000744),1843,Commercial Bank (P91Q),GENERAL,ACTIVE,"1903-04-22 23:59:50
Website
www.fmbank.org"
549300G12UU2EC2JM932,https://lei.bloomberg.com/leis/view/549300G12UU2EC2JM932,ALLIANCE CATHOLIC CREDIT UNION,en,"Other Entity Name 1
Name
MICHIGAN CATHOLIC CREDIT UNION
Type
PREVIOUS_LEGAL_NAME","28800 Orchard Lake Rd
Farmington Hills, Michigan (US-MI), 48334
UNITED STATES","28800 Orchard Lake Rd
Farmington Hills, Michigan (US-MI), 48334
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),61759,Credit Union (14OD),GENERAL,ACTIVE,"1956-01-01 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_FORM
Effective Date
2024-12-30 00:00:00
Recorded Date
2024-12-30 17:48:03
Validation Documents
REGULATORY_FILING
Event Status
COMPLETED"
254900MZW8UJ32XU2802,https://lei.bloomberg.com/leis/view/254900MZW8UJ32XU2802,"Ontario Bancorporation, Inc.",en,,"C/O RICHARD P DELMEDICO
315 MAIN ST
ONTARIO, Wisconsin (US-WI), 54651
UNITED STATES","315 Main St
Ontario, Wisconsin (US-WI), 54651
UNITED STATES",UNITED STATES (US),Wisconsin (US-WI),,"(US-WI): Corporation Section (Division of Corporate & Consumer Services, Department of Financial Institutions) (RA000642)",1O04692,Business Corporation (6S32),GENERAL,ACTIVE,"1983-08-18 00:00:00
Website
www.myvernoncountybank.com"
549300Q8R70WLHGFLX73,https://lei.bloomberg.com/leis/view/549300Q8R70WLHGFLX73,People's Bank of Seneca,en,"Other Entity Name 1
Name
People's National Bank
Type
PREVIOUS_LEGAL_NAME","1615 Cherokee Avenue
Seneca, Missouri (US-MO), 64865
UNITED STATES","1615 Cherokee Avenue
Seneca, Missouri (US-MO), 64865
UNITED STATES",UNITED STATES (US),Missouri (US-MO),,Federal Deposit Insurance Corporation (RA000744),34146,"Other (8888)
Other Legal Form
BANK",GENERAL,ACTIVE,"1996-03-15 00:00:00
Website
www.peoplesbankofseneca.com
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_NAME
Effective Date
2025-05-20 00:00:00
Recorded Date
2025-06-03 00:00:00
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
54930053KPO7OG48FP72,https://lei.bloomberg.com/leis/view/54930053KPO7OG48FP72,EVERENCE FEDERAL CREDIT UNION,en,"Other Entity Name 1
Name
Mennonite Financial Federal Credit Union
Type
PREVIOUS_LEGAL_NAME","2160 Lincoln Hwy E Ste 20
Lancaster, Pennsylvania (US-PA), 17602
UNITED STATES","2160 Lincoln Highway East
Suite 20
Lancaster, Pennsylvania (US-PA), 17602
UNITED STATES",UNITED STATES (US),Pennsylvania (US-PA),,National Credit Union Administration (RA000745),10223,"Other (8888)
Other Legal Form
CREDIT_UNION",GENERAL,ACTIVE,
8EWQ2UQKS07AKK8ANH81,https://lei.bloomberg.com/leis/view/8EWQ2UQKS07AKK8ANH81,Deutsche Bank Trust Company Americas,"en
Legal Address
One Columbus Circle
New York, New York (US-NY), 10019
UNITED STATES
Headquarters Address
One Columbus Circle
New York, New York (US-NY), 10019
UNITED STATES",,,,UNITED STATES (US),New York (US-NY),,Federal Financial Institutions Examination Council (RA000748),623,"Other (8888)
Other Legal Form
Trust",GENERAL,ACTIVE,"1903-03-04 23:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_FORM
Effective Date
2024-04-24 22:00:00
Recorded Date
2024-04-25 11:22:20
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2024-02-12 23:00:00
Recorded Date
2024-02-13 08:11:13
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 3
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2024-02-12 23:00:00
Recorded Date
2024-02-13 08:11:13
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 4
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2024-02-09 23:00:00
Recorded Date
2024-02-10 07:40:45
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 5
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2024-02-09 23:00:00
Recorded Date
2024-02-10 07:40:45
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED"
5493006S21NZTF9Y1L04,https://lei.bloomberg.com/leis/view/5493006S21NZTF9Y1L04,Farmers & Merchants State Bank,en,,"210 West Madison Street
Waterloo, Wisconsin (US-WI), 53594
UNITED STATES","210 West Madison Street
Waterloo, Wisconsin (US-WI), 53594
UNITED STATES",UNITED STATES (US),Wisconsin (US-WI),,Federal Deposit Insurance Corporation (RA000744),13242,Commercial Bank (JNYX),GENERAL,ACTIVE,1896-12-31 23:59:50
254900ZJM7YMM3MA5J75,https://lei.bloomberg.com/leis/view/254900ZJM7YMM3MA5J75,The First Bank of Greenwich,en,,"444 E Putnam Ave
Cos Cob
Greenwich, Connecticut (US-CT), 06807
UNITED STATES","444 E Putnam Ave
Cos Cob
Greenwich, Connecticut (US-CT), 06807
UNITED STATES",UNITED STATES (US),Connecticut (US-CT),,Federal Deposit Insurance Corporation (RA000744),58307,Savings Bank (LIEA),GENERAL,ACTIVE,"2005-10-31 00:00:00
Website
www.greenwichfirst.com"
254900VKT2R0R20CR104,https://lei.bloomberg.com/leis/view/254900VKT2R0R20CR104,First Farmers and Merchants Bank,en,,"C/O WILLIAMS, BRIAN K.
816 S GARDEN ST
COLUMBIA, Tennessee (US-TN), 38401
UNITED STATES","816 South Garden Street
Columbia, Tennessee (US-TN), 38401
UNITED STATES",UNITED STATES (US),Tennessee (US-TN),,(US-TN): Business Services (Department of State) (RA000636),496799,For-Profit Corporation (QJ9F),GENERAL,ACTIVE,2005-06-27 00:00:00
254900WTWK93MSDEBV13,https://lei.bloomberg.com/leis/view/254900WTWK93MSDEBV13,Dearborn Federal Savings Bank,en,,"22315 W Michigan Ave
Dearborn, Michigan (US-MI), 48124
UNITED STATES","22315 W Michigan Ave
Dearborn, Michigan (US-MI), 48124
UNITED STATES",UNITED STATES (US),Michigan (US-MI),,Federal Deposit Insurance Corporation (RA000744),29874,Savings Bank (TPO4),GENERAL,ACTIVE,"1936-01-01 00:00:00
Website
mydfsb.com"
549300BIIFMYRSTVLE14,https://lei.bloomberg.com/leis/view/549300BIIFMYRSTVLE14,"AMERICAN FINANCIAL LENDING, INC.",en,,"C/O DAVID TIMMERMAN
20860 NORTH TATUM BOULEVARD
SUITE 160
PHOENIX, Arizona (US-AZ), 85050
UNITED STATES","20860 NORTH TATUM BOULEVARD
SUITE 160
PHOENIX, Arizona (US-AZ), 85050
UNITED STATES",UNITED STATES (US),Arizona (US-AZ),,(US-AZ): Arizona Corporation Commission (RA000597),13889740,Corporation (Business or for-profit) (FGVH),GENERAL,ACTIVE,"2007-08-22 00:00:00
Website
www.aflending.com,"
KB1H1DSPRFMYMCUFXT09,https://lei.bloomberg.com/leis/view/KB1H1DSPRFMYMCUFXT09,"Wells Fargo Bank, National Association",en,,"101 N Phillips Ave
Sioux Falls, South Dakota (US-SD), 57104
UNITED STATES","301 South College Street
Charlotte, North Carolina (US-NC), 28202
UNITED STATES",UNITED STATES (US),,,Federal Deposit Insurance Corporation (RA000744),3511,National Bank (62VJ),GENERAL,ACTIVE,1869-12-31 23:59:50
5493001QR7MEE12WC276,https://lei.bloomberg.com/leis/view/5493001QR7MEE12WC276,BAYPORT FUNDING LLC,en,,"98 CUTTERMILL ROAD STE 424-N
GREAT NECK, New York (US-NY), 11021
UNITED STATES","98 Cuttermill Road
Suite 424N
GREAT NECK, New York (US-NY), 11021
UNITED STATES",UNITED STATES (US),New York (US-NY),,"(US-NY): Corporation and Business Entity Database (Division of Corporations, State Records and UCC, Department of State) (RA000628)",4156014,Limited Liability Company (SDX0),GENERAL,ACTIVE,
549300CDOC4F7XSRG390,https://lei.bloomberg.com/leis/view/549300CDOC4F7XSRG390,Pinnacle Bank,en,"Other Entity Name 1
Name
Pinnacle National Bank
Type
PREVIOUS_LEGAL_NAME","150 3rd Avenue South
Nashville, Tennessee (US-TN), 37201
UNITED STATES","150 3rd Avenue South
Nashville, Tennessee (US-TN), 37201
UNITED STATES",UNITED STATES (US),Tennessee (US-TN),,Federal Deposit Insurance Corporation (RA000744),35583,Commercial Bank (ND93),GENERAL,ACTIVE,"2000-10-27 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2023-10-03 00:00:00
Recorded Date
2023-10-03 15:53:37
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2023-10-03 00:00:00
Recorded Date
2023-10-03 15:53:37
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
549300CVK4UVTLHJ0R80,https://lei.bloomberg.com/leis/view/549300CVK4UVTLHJ0R80,"American Bank & Trust Company, Inc.",en,,"531 Lovers Ln
Bowling Green, Kentucky (US-KY), 42103
UNITED STATES","1302 Scottsville Road
Bowling Green, Kentucky (US-KY), 42104
UNITED STATES",UNITED STATES (US),Kentucky (US-KY),,Federal Deposit Insurance Corporation (RA000744),35568,Commercial Bank (NJ57),GENERAL,ACTIVE,"2000-07-05 00:00:00
Website
https://www.ambanking.com/"
549300EQED7LF41GHV46,https://lei.bloomberg.com/leis/view/549300EQED7LF41GHV46,"AMERICAN BANCSHARES MORTGAGE, LLC",en,,"C/O COSCULLUELA, JUAN
14261 COMMERCE WAY
SUITE 100
MIAMI LAKES, Florida (US-FL), 33016
UNITED STATES","14261 Commerce Way
Suite 100
Miami Lakes, Florida (US-FL), 33016
UNITED STATES",UNITED STATES (US),Florida (US-FL),,(US-FL): Florida Division of Corporations (RA000603),L10000102897,Limited Liability Company (8N21),GENERAL,ACTIVE,1995-04-10 00:00:00
549300LTKCJV903ZQR25,https://lei.bloomberg.com/leis/view/549300LTKCJV903ZQR25,TriStar Bank,en,,"719 E College St
Dickson, Tennessee (US-TN), 37055
UNITED STATES","719 East College Street
Dickson, Tennessee (US-TN), 37055-2031
UNITED STATES",UNITED STATES (US),Tennessee (US-TN),,Federal Deposit Insurance Corporation (RA000744),35417,Commercial Bank (ND93),GENERAL,ACTIVE,2000-01-01 00:00:00
549300O3HNZKCYCYJK98,https://lei.bloomberg.com/leis/view/549300O3HNZKCYCYJK98,Cleveland State Bank,en,,"1250 West Washington Avenue
Cleveland, Wisconsin (US-WI), 53015
UNITED STATES","1250 West Washington Avenue
Cleveland, Wisconsin (US-WI), 53015
UNITED STATES",UNITED STATES (US),Wisconsin (US-WI),,Federal Deposit Insurance Corporation (RA000744),9517,"Other (8888)
Other Legal Form
BANK",GENERAL,ACTIVE,1907-04-19 00:00:00
5493000EAQ6YVQD0ZB49,https://lei.bloomberg.com/leis/view/5493000EAQ6YVQD0ZB49,Western Bank,en,"Other Entity Name 1
Name
MyLubbockBank
Type
PREVIOUS_LEGAL_NAME","1617 Broadway
Lubbock, Texas (US-TX), 79401
UNITED STATES","1617 Broadway
Lubbock, Texas (US-TX), 79401
UNITED STATES",UNITED STATES (US),Texas (US-TX),,Federal Deposit Insurance Corporation (RA000744),1720,Commercial Bank (HTV5),GENERAL,ACTIVE,1909-01-01 12:00:00
549300GBD8RBYHSIS855,https://lei.bloomberg.com/leis/view/549300GBD8RBYHSIS855,Argent Federal Credit Union,en,"Other Entity Name 1
Name
ARGENT
Type
PREVIOUS_LEGAL_NAME","11651 Alliance Circle
Chester, Virginia (US-VA), 23831-1451
UNITED STATES","PO Box 72
Chesterfield, Virginia (US-VA), 23832
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),24313,Credit Union (14OD),GENERAL,ACTIVE,"1987-12-31 00:00:00
Website
www.argentcu.org
Legal Entity Events
Legal Entity Event 1
Event Type
MERGERS_AND_ACQUISITIONS
Effective Date
2023-10-01 00:00:00
Recorded Date
2023-10-05 16:51:40
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED"
5493001E3OD1D4Y8KX63,https://lei.bloomberg.com/leis/view/5493001E3OD1D4Y8KX63,"FIRST HERITAGE FINANCIAL, LLC","en
Legal Address
2655 NESHAMINY INTERPLEX DR STE 105
TREVOSE, Pennsylvania (US-PA), 19053
UNITED STATES
Headquarters Address
2655 NESHAMINY INTERPLEX DR STE 105
TREVOSE, Pennsylvania (US-PA), 19053
UNITED STATES",,,,UNITED STATES (US),Pennsylvania (US-PA),,(US-PA): Pennsylvania Department of State (RA000632),3037309,Limited Liability Company (9C19),GENERAL,ACTIVE,2001-11-26 00:00:00
254900AU2FARCMPNA566,https://lei.bloomberg.com/leis/view/254900AU2FARCMPNA566,Bank of Holland,en,,"12 South Main Street
Holland, New York (US-NY), 14080
UNITED STATES","12 South Main Street
Holland, New York (US-NY), 14080
UNITED STATES",UNITED STATES (US),New York (US-NY),,Federal Deposit Insurance Corporation (RA000744),1464,Savings Bank (M0ER),GENERAL,ACTIVE,"1893-10-20 23:59:50
Website
www.bankofhollandny.com"
549300BUIG4G67S5O712,https://lei.bloomberg.com/leis/view/549300BUIG4G67S5O712,WESTERLY COMMUNITY,en,,"122 Granite St
Westerly, Rhode Island (US-RI), 02891
UNITED STATES","4979 Tower Hill Rd
Wakefield, Rhode Island (US-RI), 02891
UNITED STATES",UNITED STATES (US),Rhode Island (US-RI),,National Credit Union Administration (RA000745),67270,"Other (8888)
Other Legal Form
MUNICIPAL",GENERAL,ACTIVE,1948-06-21 00:00:00
54930015EUQKUCIRBQ14,https://lei.bloomberg.com/leis/view/54930015EUQKUCIRBQ14,METRO CU,en,"Other Entity Name 1
Name
Metro Health Services Federal Credit Union
Type
PREVIOUS_LEGAL_NAME","14517 F Street
Ste 211
Omaha, Nebraska (US-NE), 68137-1001
UNITED STATES","14517 F Street
Suite 211
Omaha, Nebraska (US-NE), 68137-1001
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),7091,Credit Union (14OD),GENERAL,ACTIVE,"1951-01-01 00:00:00
Website
www.metrofcu.org"
254900U6H520K7TCA169,https://lei.bloomberg.com/leis/view/254900U6H520K7TCA169,THE GLEN BURNIE MUTUAL SAVINGS BANK,en,,"1 Crain Hwy S
Glen Burnie, Maryland (US-MD), 21061
UNITED STATES","1 CRAIN HWY.
GLEN BURNIE, Maryland (US-MD), 21061
UNITED STATES",UNITED STATES (US),Maryland (US-MD),,Federal Deposit Insurance Corporation (RA000744),27567,Savings Bank (GMFE),GENERAL,ACTIVE,1989-08-09 00:00:00
549300X50UOL0Z4M1J25,https://lei.bloomberg.com/leis/view/549300X50UOL0Z4M1J25,C&F Select LLC,en,,"C/O Jason E Long
3600 LaGrange Pkwy
TOANO, Virginia (US-VA), 23168
UNITED STATES","1 Park West Circle
Suite 203
Midlothian, Virginia (US-VA), 23114
UNITED STATES",UNITED STATES (US),Virginia (US-VA),,(US-VA): State Corporation Commission (RA000639),S7962493,Limited Liability Company (4WN7),GENERAL,ACTIVE,2019-01-03 12:00:00
549300IUMIMR7KEN9Z07,https://lei.bloomberg.com/leis/view/549300IUMIMR7KEN9Z07,Elizabethton Federal Savings Bank,en,,"112-114 North Sycamore Street
Carter County
Elizabethton, Tennessee (US-TN), 37643
UNITED STATES","112-114 North Sycamore Street
Elizabethton, Tennessee (US-TN), 37643
UNITED STATES",UNITED STATES (US),Tennessee (US-TN),,Federal Deposit Insurance Corporation (RA000744),29904,"Other (8888)
Other Legal Form
BANK",GENERAL,ACTIVE,
5493002GOGIUXB84JB89,https://lei.bloomberg.com/leis/view/5493002GOGIUXB84JB89,First National Bank of Waterloo,en,,"228 S Main St
Waterloo, Illinois (US-IL), 62298
UNITED STATES","228 South Main Street
Waterloo, Illinois (US-IL), 62298
UNITED STATES",UNITED STATES (US),,,Federal Deposit Insurance Corporation (RA000744),3842,National Bank (62VJ),GENERAL,ACTIVE,
2549000BG2198NFS0K59,https://lei.bloomberg.com/leis/view/2549000BG2198NFS0K59,Freedom of Maryland Federal Credit Union,en,,"2019 Emmorton Road
Bel Air, Maryland (US-MD), 21015
UNITED STATES","2019 Emmorton Road
Bel Air, Maryland (US-MD), 21015
UNITED STATES",UNITED STATES (US),Maryland (US-MD),,National Credit Union Administration (RA000745),8550,"No ELF code for this entity (9999)
Other Legal Form
Credit Union",GENERAL,"ACTIVE
Website
www.freedomfcu.org",
25490099XNQQU8T3WI97,https://lei.bloomberg.com/leis/view/25490099XNQQU8T3WI97,"Cooperativa de Ahoro y Crédito Bo. Quebrada de Camuy, PR",en,"Other Entity Name 1
Name
QUEBRADACOOP
Type
TRADING_OR_OPERATING_NAME","Carr #129 km 18.5
Interseccion Carr 455
Bo Quebrada
Camuy, 00627
PUERTO RICO","Carr #129 km 18.5
Interseccion Carr 455
Bo Quebrada
Camuy, 00627
PUERTO RICO",PUERTO RICO (PR),,,No registration authority for this entity (RA999999),,Savings & Credit Cooperative (I6FV),GENERAL,ACTIVE,"1953-11-04 00:00:00
Website
www.quebradacoop.com"
549300Q3RKNDNMSDEE10,https://lei.bloomberg.com/leis/view/549300Q3RKNDNMSDEE10,Peoples Exchange Bank,en,"Other Entity Name 1
Name
Peoples Exchange Bank, Inc.
Type
TRADING_OR_OPERATING_NAME","101 North Main Street
Winchester, Kentucky (US-KY), 40391
UNITED STATES","101 North Main Street
Winchester, Kentucky (US-KY), 40391
UNITED STATES",UNITED STATES (US),Kentucky (US-KY),,Federal Deposit Insurance Corporation (RA000744),8785,Commercial Bank (NJ57),GENERAL,ACTIVE,1934-01-01 00:00:00
2549008G9SP4WM32NN96,https://lei.bloomberg.com/leis/view/2549008G9SP4WM32NN96,"WARSHAW CAPITAL, LLC",en,,"c/o Michael D. Warshaw
2777 Summer St
Suite 306
Stamford, Connecticut (US-CT), 06905
UNITED STATES","2777 Summer St
Suite 306
Stamford, Connecticut (US-CT), 06905
UNITED STATES",UNITED STATES (US),Connecticut (US-CT),,(US-CT): Secretary of the State's Commercial Recording Division (RA000600),802554,Limited Liability Company (Y182),GENERAL,ACTIVE,"2004-11-18 00:00:00
Website
www.warshawcapital.com"
549300IQ5NY7CSJLZW53,https://lei.bloomberg.com/leis/view/549300IQ5NY7CSJLZW53,First Bank & Trust,en,,"520 6th Street
Brookings, South Dakota (US-SD), 57006
UNITED STATES","520 6th Street
Brookings, South Dakota (US-SD), 57006
UNITED STATES",UNITED STATES (US),South Dakota (US-SD),,Federal Deposit Insurance Corporation (RA000744),3973,"Other (8888)
Other Legal Form
BANK",GENERAL,ACTIVE,1925-11-01 05:00:00
5493006Z1T521ODWBA53,https://lei.bloomberg.com/leis/view/5493006Z1T521ODWBA53,NORTHERN CREDIT UNION,en,"Other Entity Name 1
Name
Northern Federal Credit Union
Type
PREVIOUS_LEGAL_NAME","138 Factory St
Watertown, New York (US-NY), 13601-1958
UNITED STATES","120 Factory Street
Watertown, New York (US-NY), 13601
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),68696,Federal Savings Association (380O),GENERAL,ACTIVE,1955-01-01 00:00:00
549300SU3TF26I8KB315,https://lei.bloomberg.com/leis/view/549300SU3TF26I8KB315,UNIVERSAL 1 CREDIT UNION,en,,"1 River Park Dr
Dayton, Ohio (US-OH), 45409-2104
UNITED STATES","1 River Park Dr
Dayton, Ohio (US-OH), 45409-2104
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),64970,Credit Union (14OD),GENERAL,ACTIVE,1937-01-01 00:00:00
549300KDVJICP5T5BD05,https://lei.bloomberg.com/leis/view/549300KDVJICP5T5BD05,DEL-ONE FEDERAL CREDIT UNION,en,"Other Entity Name 1
Name
DELAWARE FEDERAL CREDIT UNION
Type
PREVIOUS_LEGAL_NAME","270 Beiser Blvd
Dover, Delaware (US-DE), 19904-7790
UNITED STATES","270 Beiser Boulevard
Dover, Delaware (US-DE), 19904
UNITED STATES",UNITED STATES (US),Delaware (US-DE),,National Credit Union Administration (RA000745),13919,"Other (8888)
Other Legal Form
FEDERAL CREDIT UNION",GENERAL,ACTIVE,1960-08-29 05:00:00
549300CRSE0TY73U6X46,https://lei.bloomberg.com/leis/view/549300CRSE0TY73U6X46,"BARTLETT MORTGAGE, INC.",en,,"C/O BYRD, JUSTIN P
6281 STAGE RD
BARTLETT, Tennessee (US-TN), 38134-3727
UNITED STATES","2860 Stage Village Cove
Bartlett, Tennessee (US-TN), 38134
UNITED STATES",UNITED STATES (US),Tennessee (US-TN),,(US-TN): Business Services (Department of State) (RA000636),125362,For-Profit Corporation (QJ9F),GENERAL,ACTIVE,"1983-02-17 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2022-06-16 00:00:00
Recorded Date
2022-09-27 07:42:01
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
254900EQ47K76CF2A976,https://lei.bloomberg.com/leis/view/254900EQ47K76CF2A976,CORNHUSKER BANK,en,,"C/O PERRY HARALSON
8310 O STREET
LINCOLN, Nebraska (US-NE), 68510
UNITED STATES","8310 O STREET
LINCOLN, Nebraska (US-NE), 68510
UNITED STATES",UNITED STATES (US),Nebraska (US-NE),,(US-NE): Secretary of State Business Services Division (RA000623),10018450,Commercial Bank (GEXT),GENERAL,ACTIVE,"1903-06-23 23:59:50
Website
www.cornhuskerbank.com"
254900W5FH4XO4DKJB28,https://lei.bloomberg.com/leis/view/254900W5FH4XO4DKJB28,Harford Bank,en,,"8 West Bel Air Avenue
Aberdeen, Maryland (US-MD), 21001
UNITED STATES","8 West Bel Air Avenue
Aberdeen, Maryland (US-MD), 21001
UNITED STATES",UNITED STATES (US),,,Federal Deposit Insurance Corporation (RA000744),19101,"Other (8888)
Other Legal Form
Commercial Bank",GENERAL,ACTIVE,"1964-05-01 00:00:00
Website
harfordbank.com
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_FORM
Effective Date
2024-12-10 00:00:00
Recorded Date
2024-12-10 17:36:18
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED"
549300HR2TLJ7IGFMV18,https://lei.bloomberg.com/leis/view/549300HR2TLJ7IGFMV18,Blue Grass Savings Bank,en,,"104 E Mayne Street
Blue Grass, Iowa (US-IA), 52726
UNITED STATES","104 E Mayne Street
Blue Grass, Iowa (US-IA), 52726
UNITED STATES",UNITED STATES (US),Iowa (US-IA),,Federal Deposit Insurance Corporation (RA000744),13753,Savings Bank (GDH0),GENERAL,ACTIVE,1901-12-31 23:59:50
